week,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2025-50,-0.06979630260789238,0.004425973593371696,-1.302481593813193,1.9362680388701488,2.0
2025-51,0.9216306199402142,1.1762875869108083,0.9942862468105006,0.5841270807118973,3.0
2026-01,-0.01901948983286497,0.546016002892055,-0.7511413652473574,1.7601159375769435,3.0
2026-02,0.6680662522318844,0.7799057588476888,0.9175550992550263,1.2678404460126413,7.0
2026-03,-0.016388570455709673,1.0472165180326787,-0.1865480054774888,1.071267476202213,28.0
2026-04,-0.28426771374671167,1.2052052364653263,0.26591321592508566,1.1920137629998366,21.0
2026-05,0.16054471442020538,1.033540780197985,0.01579684211177543,1.1547390154339205,19.0
2026-06,-0.33396812966899503,1.0224299573676718,-0.176143956714729,1.1401088344829082,52.0
2026-07,-0.024268256776229614,0.9175578483275365,-0.1339193817719328,0.9901841615387066,92.0
2026-08,-0.037505052401469535,1.1593799845446535,0.09363098370126792,1.0409923810716248,78.0
2026-09,-0.08790410696769306,1.0239759358370966,-0.14013876655695942,0.9989820930474701,55.0
2026-10,0.24814590777376297,0.9079088598093942,-0.11762515884289947,0.7988008817081377,42.0
2026-11,-0.21976533363927556,1.2112325281038383,0.24973339785952978,1.1260530625584255,34.0
2026-12,-0.10791869197473153,0.8212484549669459,0.274015799749709,0.6979899964596991,9.0
2026-13,-0.003085741564296209,0.887978600639076,-0.12430983586214163,0.936962909637209,42.0
2026-14,0.03235617811877186,1.0652412919554122,-0.030822058589952718,1.008341571618906,64.0
2026-15,0.06877313470665297,1.0049254240647212,0.04991899047714357,0.9828048548320447,61.0
2026-16,0.05766178050723245,1.0195231138357566,0.28442971214859225,0.9609785529800186,80.0
2026-17,0.04613672503938167,1.0879717169991456,-0.0077848299039850926,1.0353670910276582,94.0
2026-18,0.06495969337903798,0.8589975033704077,0.10485416511672897,0.8926194972425445,92.0
2026-19,0.16845622596999682,0.8575384604480346,0.09199981169585339,0.9902109906904167,35.0
2026-20,0.031603607516526154,0.8309263260228625,-0.11531826249882267,0.9027057345171158,48.0
2026-21,-0.04306104233031476,0.8963457359137345,-0.22938221148892893,0.9511051485999721,50.0
2026-22,-0.4957748057158201,1.0447863896788683,0.09451245527976271,0.7272211133678735,27.0
2026-23,0.3116794814480863,0.7677109630007718,-0.06918797457788592,0.8007132802687051,27.0
2026-24,0.15579848284955733,1.154890501124668,0.1402693434649941,0.8929889968648502,38.0
2026-25,-0.095057826575277,0.8664689617405072,0.03025253954158944,0.9369382896546088,59.0
2026-26,0.031257647071355615,0.7592592259776593,-0.0008385455213755528,0.9932075863595066,58.0
2026-27,0.11150324712012105,0.9280378896129367,-0.13810219916569305,0.8090941995385165,34.0
2026-28,-0.5663637226995634,0.8185669104935273,-0.4585904805274522,0.6691342509575197,5.0
2026-29,-0.5850218819096819,0.7686346957153635,0.14575701949468112,1.1822968299162777,6.0
